Product Category,Product Length (cm),Product Width (cm),Product Height (cm),Fragility,Padding Type,Recommended Box Length (cm),Recommended Box Width (cm),Recommended Box Height (cm),Box Material,Truck Load Capacity (boxes),Fill Rate (%),CO2 Saved per Delivery (tons),Cost Saving per Delivery ($),Air Space Reduced (%),Product Volume (cm³),Box Volume (cm³),Air Space Saved (%),CO2 Saved (g),Old Box Volume (cm³),Cost Saved ($),Boxes Per Truck
Electronics,14.45,18.28,3.14,Medium,Air bubble,15.89,20.11,3.45,Corrugated board,9,79.2,4.94,16.78,20.8,829.41844,1102.4402550000002,24.765225486074083,0.5460436300000003,1322.9283060000002,0.08819522040000002,907
Electronics,11.55,17.3,8.06,Low,None,12.13,18.16,8.46,Recycled cardboard,5,75.66,3.98,20.26,24.340000000000003,1610.5089000000003,1863.5755680000004,13.579630058768844,0.5061333360000003,2236.2906816000004,0.14908604544,536
Cosmetics,6.19,7.53,2.53,Low,None,6.5,7.91,2.66,Recycled cardboard,73,93.4,2.62,31.36,6.599999999999994,117.92507099999999,136.7639,13.774708823015446,0.03767765800000004,164.11668,0.010941112,7311
Clothing,28.41,12.53,2.87,High,Foam,32.67,14.41,3.3,Plastic,6,82.04,4.57,7.26,17.959999999999994,1021.6548509999999,1553.5565100000001,34.23767694166465,1.0638033180000004,1864.267812,0.12428452079999998,643
Fragile Glassware,15.1,6.37,21.39,High,None,15.85,6.69,22.46,Corrugated board,4,89.32,4.89,5.49,10.680000000000009,2057.43993,2381.5797900000002,13.610287648603203,0.6482797200000004,2857.8957480000004,0.19052638320000007,419
Shoes,34.6,10.99,9.5,Medium,Paper fill,37.37,11.87,10.26,Corrugated board,2,83.79,4.87,2.25,16.209999999999994,3612.413,4551.150293999999,20.626374286904603,1.8774745879999983,5461.380352799999,0.36409202352,219
Toys,39.44,18.48,12.71,Low,Paper fill,42.59,19.96,13.73,Plastic,0,77.47,2.33,0.0,22.53,9263.698752,11671.823572000003,20.63195014168093,4.816249640000006,14006.188286400004,0.9337458857600003,85
Toys,31.14,21.14,5.61,Medium,Foam,35.81,24.31,6.45,Recycled cardboard,1,82.7,3.37,0.86,17.299999999999997,3693.0607560000003,5614.990095,34.22854371036962,3.8438586779999997,6737.988114,0.4491992075999999,178
Cosmetics,7.26,9.07,9.88,Low,Paper fill,7.84,9.8,10.67,Recycled cardboard,12,92.9,4.41,17.86,7.099999999999994,650.5802160000001,819.79744,20.64134574511479,0.338434448,983.756928,0.06558379519999999,1219
Toys,15.38,29.97,12.37,Medium,None,16.15,31.47,12.99,Hybrid eco-material,1,85.45,4.03,2.92,14.549999999999995,5701.810482,6602.044094999999,13.635680102194158,1.800467225999999,7922.452913999999,0.5281635275999997,151
Home Decor,32.02,37.72,7.03,Low,Air bubble,35.22,41.49,7.74,Plastic,0,94.5,3.02,0.0,5.5,8490.794632000001,11310.290172,24.92858712838335,5.63899108,13572.3482064,0.9048232137599996,88
Home Decor,23.68,45.14,19.5,High,Foam,27.24,51.91,22.43,Plastic,0,90.13,4.4,0.0,9.870000000000005,20843.8464,31716.657011999996,34.281073846736966,21.745621223999997,38059.988414399995,2.53733256096,31
Toys,24.27,22.06,11.07,High,Paper fill,26.22,23.83,11.95,Plastic,1,77.95,3.36,2.04,22.05,5926.835933999999,7466.630069999999,20.62234396996181,3.079588272000001,8959.956084,0.5973304056000002,133
Cosmetics,9.97,11.28,3.08,High,None,10.47,11.85,3.23,Recycled cardboard,24,91.61,3.49,26.32,8.39,346.381728,400.744485,13.565441081491114,0.10872551399999998,480.893382,0.03205955879999999,2495
Clothing,22.65,24.23,2.92,Low,None,23.79,25.44,3.06,Hybrid eco-material,5,90.85,2.61,5.71,9.150000000000006,1602.5237399999999,1851.9658560000003,13.469045079414265,0.4988842320000008,2222.3590272,0.14815726847999997,539
Cosmetics,10.05,10.42,8.48,Low,None,10.55,10.95,8.9,Hybrid eco-material,9,92.6,2.36,7.81,7.400000000000006,888.0340800000001,1028.15025,13.627985792932485,0.2802323399999996,1233.7803,0.08225202,972
Home Decor,33.28,21.08,8.54,High,Foam,38.27,24.24,9.82,Corrugated board,1,84.83,2.4,0.44,15.170000000000002,5991.172095999998,9109.668336,34.2328186381516,6.236992480000005,10931.6020032,0.7287734668799997,109
Cosmetics,12.64,10.69,5.92,Medium,Paper fill,13.65,11.54,6.4,Corrugated board,9,85.13,3.17,8.8,14.870000000000005,799.9198719999999,1008.1343999999999,20.653449381352328,0.41642905599999996,1209.76128,0.08065075200000002,991
Home Decor,38.51,30.58,24.56,Low,Foam,44.28,35.17,28.24,Recycled cardboard,0,86.81,2.38,0.0,13.189999999999998,28922.735247999994,43978.931424,34.23502047115134,30.11239235200002,52774.7177088,3.5183145139200005,22
Shoes,31.48,16.25,10.66,Medium,Paper fill,34.0,17.55,11.52,Plastic,1,83.24,2.17,1.04,16.760000000000005,5453.1230000000005,6873.984,20.67012375938029,2.841722,8248.7808,0.5499187200000001,145
Fragile Glassware,17.96,16.85,23.21,Medium,None,18.86,17.69,24.37,Recycled cardboard,1,81.75,2.06,1.29,18.25,7023.949460000001,8130.645958,13.611421573596939,2.2133929959999987,9756.7751496,0.65045167664,122
Cosmetics,11.58,9.22,6.12,Medium,Paper fill,12.5,9.96,6.61,Recycled cardboard,12,88.92,3.76,11.95,11.079999999999998,653.417712,822.9450000000002,20.600075096148597,0.3390545760000002,987.5340000000001,0.06583559999999998,1215
Home Decor,37.11,29.67,6.95,Low,Paper fill,40.08,32.05,7.51,Corrugated board,1,81.72,3.51,0.76,18.28,7652.323214999999,9647.07564,20.677275678539196,3.9895048499999994,11576.490767999998,0.7717660511999995,103
Toys,15.0,15.99,19.54,Medium,Air bubble,16.5,17.59,21.5,Recycled cardboard,1,91.81,3.61,0.69,8.189999999999998,4686.669,6240.052500000001,24.893756903487596,3.106767000000002,7488.063,0.49920419999999976,160
Shoes,24.46,15.74,13.63,High,None,25.68,16.52,14.31,Recycled cardboard,1,86.84,2.82,0.88,13.159999999999997,5247.5554520000005,6070.782816,13.56048122542487,1.6464547279999988,7284.9393792,0.4856626252800001,164
Cosmetics,9.27,8.47,2.61,High,Foam,10.66,9.74,3.01,Plastic,32,83.66,3.62,48.29,16.340000000000003,204.929109,312.523484,34.42761280621074,0.21518874999999998,375.0281808,0.025001878719999992,3199
Home Decor,27.54,35.46,18.43,Low,Air bubble,30.29,39.01,20.27,Corrugated board,0,86.54,2.64,0.0,13.459999999999994,17998.155612,23951.293482999998,24.855183187602712,11.906275741999998,28741.552179599996,1.9161034786399993,41
Cosmetics,7.68,11.38,8.47,High,Paper fill,8.29,12.29,9.15,Recycled cardboard,10,85.45,3.09,19.76,14.549999999999995,740.2644480000001,932.239515,20.59289098038285,0.3839501339999997,1118.687418,0.07457916120000001,1072
Clothing,29.93,25.78,7.06,Medium,Paper fill,32.32,27.84,7.63,Recycled cardboard,1,87.68,4.54,1.62,12.319999999999991,5447.463524,6865.388544,20.653237772524836,2.8358500400000013,8238.4662528,0.5492310835200002,145
Books,24.69,13.85,3.4,Low,Paper fill,26.67,14.95,3.68,Recycled cardboard,6,78.0,2.08,4.48,22.0,1162.6521,1467.27672,20.76122491741026,0.6092492400000001,1760.732064,0.11738213759999999,681
Books,21.96,18.4,2.74,Low,None,23.06,19.32,2.88,Corrugated board,7,80.45,2.09,8.98,19.55,1107.13536,1283.0952959999997,13.713707512493267,0.35191987199999947,1539.7143551999995,0.10264762367999992,779
Books,24.88,12.64,4.41,Low,Paper fill,26.87,13.65,4.76,Recycled cardboard,5,92.19,2.25,3.46,7.810000000000002,1386.870912,1745.85138,20.561914496983125,0.717960936,2095.021656,0.13966811039999993,572
Electronics,28.01,12.88,4.91,Medium,None,29.41,13.53,5.15,Corrugated board,4,79.72,3.71,8.08,20.28,1771.3748080000003,2049.2740949999998,13.560864682671914,0.555798573999999,2459.1289139999994,0.16394192759999987,487
Electronics,20.44,17.95,9.6,Medium,Foam,23.51,20.64,11.04,Recycled cardboard,1,79.76,2.37,1.91,20.239999999999995,3522.2208,5357.120256,34.25160101539449,3.669798912,6428.5443072,0.4285696204799999,186
Toys,34.97,24.74,17.09,Medium,Air bubble,38.47,27.22,18.8,Corrugated board,0,77.89,2.53,0.0,22.11,14785.546801999999,19686.48392,24.894933691135236,9.801874236,23623.780703999997,1.5749187135999994,50
Cosmetics,9.08,13.63,2.45,High,Foam,10.45,15.67,2.81,Recycled cardboard,21,81.33,3.27,39.51,18.67,303.21298,460.141715,34.10443563022753,0.3138574699999999,552.1700579999999,0.03681133719999998,2173
Books,28.19,24.05,2.45,Medium,Foam,32.42,27.66,2.82,Recycled cardboard,3,87.91,4.72,4.69,12.090000000000003,1661.0252750000002,2528.7989039999998,34.31564398526802,1.735547257999999,3034.5586848,0.20230391232000003,395
Shoes,30.36,17.89,9.68,Medium,Paper fill,32.79,19.32,10.45,Plastic,1,93.06,4.06,0.24,6.939999999999998,5257.599072,6620.104259999999,20.581325225231417,2.7250103759999984,7944.125111999999,0.5296083407999999,151
Fragile Glassware,22.15,12.77,23.2,Medium,Paper fill,23.93,13.79,25.05,Plastic,1,76.81,4.47,1.1,23.19,6562.247599999999,8266.367235,20.61509713462423,3.408239270000002,9919.640682,0.6613093787999998,120
Fragile Glassware,22.19,8.2,13.78,High,Foam,25.52,9.44,15.84,Hybrid eco-material,2,90.79,2.82,0.85,9.209999999999994,2507.3812399999997,3815.995392,34.292865099979664,2.617228304,4579.1944704,0.30527963136,262
Cosmetics,9.71,9.13,8.73,Low,Paper fill,10.49,9.86,9.43,Corrugated board,10,88.97,3.52,11.3,11.03,773.9345790000001,975.3581019999999,20.651238000379045,0.40284704599999965,1170.4297224,0.07802864816000002,1025
Toys,23.6,10.55,5.78,High,Air bubble,25.96,11.6,6.36,Hybrid eco-material,5,90.82,2.41,3.22,9.180000000000009,1439.1044000000002,1915.2249600000002,24.85977208651249,0.9522411200000002,2298.269952,0.15321799679999995,522
Books,19.71,11.23,1.63,High,Air bubble,21.68,12.36,1.79,Hybrid eco-material,20,90.85,2.96,20.52,9.150000000000006,360.789579,479.65699199999995,24.78175341599106,0.2377348259999999,575.5883903999999,0.03837255935999997,2084
Clothing,20.21,24.37,6.96,Low,Foam,23.25,28.03,8.0,Recycled cardboard,1,83.29,2.55,1.9,16.709999999999994,3427.923192,5213.58,34.25010852427698,3.5713136159999994,6256.295999999999,0.4170863999999998,191
Fragile Glassware,5.41,5.46,16.17,Low,Air bubble,5.96,6.01,17.79,Hybrid eco-material,15,78.97,4.1,33.91,21.03,477.63916200000006,637.230684,25.04454446515635,0.3191830439999999,764.6768208,0.05097845471999999,1569
Home Decor,38.54,38.01,7.99,Low,Foam,44.32,43.71,9.18,Recycled cardboard,0,75.28,3.58,0.0,24.72,11704.594146,17783.745695999998,34.18375214040172,12.158303099999998,21340.494835199996,1.4226996556799991,56
Cosmetics,13.27,9.94,3.8,Low,Air bubble,14.6,10.94,4.18,Plastic,15,80.76,3.48,26.25,19.239999999999995,501.23443999999995,667.64632,24.925154983255204,0.33282376,801.175584,0.053411705600000005,1497
Fragile Glassware,17.0,24.9,10.66,Medium,Air bubble,18.7,27.39,11.73,Corrugated board,1,83.17,2.44,0.69,16.83,4512.378,6008.02389,24.894140192907933,2.9912917800000014,7209.628668,0.4806419112,166
Books,18.53,16.76,1.99,Low,Paper fill,20.01,18.11,2.15,Recycled cardboard,12,84.38,4.61,12.76,15.620000000000005,618.019972,779.119365,20.677113191763617,0.32219878599999996,934.943238,0.06232954919999998,1283
Home Decor,40.61,41.4,19.17,Low,Foam,46.7,47.61,22.04,Recycled cardboard,0,86.14,2.16,0.0,13.86,32229.639180000002,49003.44948,34.22985622031766,33.5476206,58804.139376,3.9202759583999987,20
Cosmetics,14.08,14.97,9.51,Low,None,14.79,15.72,9.99,Plastic,4,85.09,3.14,2.22,14.909999999999997,2004.494976,2322.663012,13.69841575623283,0.6363360720000001,2787.1956144,0.18581304096000004,430
Toys,13.97,27.84,5.62,Medium,Air bubble,15.36,30.63,6.18,Corrugated board,3,85.07,4.79,8.13,14.930000000000009,2185.757376,2907.5466239999996,24.824683533604443,1.443578495999999,3489.0559487999994,0.23260372991999995,343
Clothing,16.79,24.78,4.6,Low,Foam,19.31,28.5,5.29,Plastic,3,75.88,2.38,4.72,24.120000000000005,1913.8585199999998,2911.27215,34.2604050260296,1.99482726,3493.5265799999997,0.232901772,343
Books,26.22,23.89,2.13,High,Foam,30.15,27.48,2.45,Plastic,4,85.34,3.31,4.5,14.659999999999997,1334.223054,2029.8789,34.27080531749947,1.3913116919999997,2435.85468,0.162390312,492
Cosmetics,12.64,6.51,8.82,Low,Paper fill,13.65,7.03,9.53,Corrugated board,10,77.97,2.69,21.42,22.03,725.7660480000001,914.4940349999999,20.637421325552975,0.37745597399999975,1097.392842,0.07315952280000002,1093
Books,17.45,17.01,1.46,Low,Paper fill,18.85,18.37,1.58,Hybrid eco-material,18,82.13,4.13,67.97,17.870000000000005,433.36377,547.1137100000001,20.790913830326076,0.22749988000000018,656.536452,0.04376909679999999,1827
Cosmetics,6.12,12.2,3.18,Low,Foam,7.04,14.03,3.66,Corrugated board,27,92.36,2.54,8.17,7.640000000000001,237.43152,361.502592,34.32093565735761,0.24814214399999998,433.8031104,0.028920207359999995,2766
Books,23.45,19.95,1.85,High,None,24.62,20.94,1.94,Corrugated board,9,83.33,2.23,12.3,16.67,865.480875,1000.153032,13.465155100384685,0.2693443140000002,1200.1836384,0.08001224256,999
